# Trajectories Requiring Chassis Movement
# Total: 519


## scene_2 (3 trajectories)
orbit_right_038 (X: 2.217m, Score: 2.332m)
orbit_right_034 (X: 2.286m, Score: 2.312m)
orbit_right_088 (X: 2.245m, Score: 2.312m)
orbit_left_049 (X: 2.148m, Score: 2.300m)
orbit_right_080 (X: 2.209m, Score: 2.277m)
orbit_left_052 (X: 2.146m, Score: 2.274m)
orbit_right_091 (X: 2.191m, Score: 2.261m)
orbit_right_031 (X: 2.223m, Score: 2.254m)
crane_up_042 (X: 2.241m, Score: 2.246m)
orbit_left_018 (X: 2.069m, Score: 2.240m)
orbit_left_061 (X: 2.190m, Score: 2.237m)
orbit_left_063 (X: 2.144m, Score: 2.222m)
orbit_right_027 (X: 2.154m, Score: 2.221m)
orbit_right_001 (X: 2.126m, Score: 2.216m)
crane_up_023 (X: 2.207m, Score: 2.215m)
orbit_right_015 (X: 2.092m, Score: 2.200m)
orbit_left_098 (X: 2.162m, Score: 2.196m)
orbit_left_088 (X: 2.095m, Score: 2.176m)
crane_up_093 (X: 2.151m, Score: 2.168m)
crane_up_004 (X: 2.156m, Score: 2.168m)
crane_up_084 (X: 2.163m, Score: 2.163m)
crane_up_024 (X: 2.158m, Score: 2.159m)
orbit_left_048 (X: 2.092m, Score: 2.153m)
crane_up_060 (X: 2.140m, Score: 2.151m)
crane_up_025 (X: 2.130m, Score: 2.147m)
orbit_right_018 (X: 2.041m, Score: 2.119m)
orbit_left_041 (X: 2.077m, Score: 2.116m)
crane_up_064 (X: 2.107m, Score: 2.109m)
crane_up_035 (X: 2.105m, Score: 2.105m)
crane_up_080 (X: 2.067m, Score: 2.101m)
orbit_left_060 (X: 2.024m, Score: 2.100m)
orbit_right_045 (X: 2.048m, Score: 2.100m)
crane_up_066 (X: 2.088m, Score: 2.098m)
orbit_right_053 (X: 2.026m, Score: 2.091m)
orbit_right_029 (X: 2.030m, Score: 2.069m)
orbit_right_007 (X: 2.011m, Score: 2.067m)
crane_up_088 (X: 2.034m, Score: 2.063m)
crane_up_077 (X: 2.034m, Score: 2.053m)
crane_down_061 (X: 2.012m, Score: 2.045m)
crane_up_079 (X: 2.043m, Score: 2.044m)
crane_up_097 (X: 2.041m, Score: 2.042m)
crane_down_084 (X: 2.017m, Score: 2.020m)
