ee_pos_error_x,ee_pos_error_y,ee_pos_error_z,ee_pos_error_norm,ee_ori_error_rad,ee_ori_error_deg,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,base_vel_x,base_vel_y,base_ang_vel
-0.011652553,0.20284203,-0.0681929,0.21432327,1.5906708,91.138725,-0.00013993413,0.00015917557,-0.0003744112,0.07745987,0.06358265,-0.159888,-0.19980109,0.1918005,0.19997567,-0.0031731336,-0.00018278675,-0.0012267485,1.6000012,1.0240521,-3.9888623,-3.999745,3.9658237,3.9999723,0.25310525,-0.0061983434,0.4586081
-0.37198395,-0.76489055,-0.1303064,0.8619536,1.4754777,84.538635,-0.0008893027,-0.0007156584,3.9460167e-05,0.38314247,0.4714777,-1.7585086,-1.0159168,1.4375994,1.3686292,-0.0023886035,-0.014021403,-0.004957528,1.0123123,-0.72324777,-0.9037993,1.220108,0.34720182,1.3711714,0.8516898,0.9059151,1.6763383
0.1420137,-0.8690935,-0.19237074,0.9167357,1.854949,106.28075,-0.0007086144,-0.00033806748,-0.00030763407,0.491979,0.35671392,-1.8255869,-1.2784337,1.4734042,1.6217074,-0.020587284,-0.02725,-0.0032747942,1.1088364,-0.8566027,-1.5128403,1.320536,0.06844886,2.569797,-0.006961557,0.29755294,0.5500701
0.228832,-1.0107881,-0.19430837,1.1266785,2.279507,130.60612,-0.0007406157,-0.00012768005,3.478988e-05,0.40913105,0.32959762,-1.7685847,-1.672035,1.4779167,1.9556013,-0.01757672,-0.024218284,0.0022731577,0.16506481,-0.7823222,-1.7123067,0.18071222,0.024297103,1.088486,0.0010092761,0.4924575,-0.40228203
0.15390679,-1.2510483,-0.17573726,1.3638458,2.1818552,125.011086,-0.0007025248,-0.00010121416,6.3023464e-05,0.3749951,0.33175516,-1.6796925,-1.6612031,1.4807713,1.9898161,-0.018412564,-0.02267931,0.0031340956,0.26420072,-0.6887734,-1.588381,1.1692759,-0.05337684,0.5267016,-0.02528489,0.5164901,-0.9064293
-0.07886699,-1.5475533,-0.14262043,1.6843561,2.033791,116.52764,-0.00013385432,0.0001728513,-3.074267e-05,0.44328424,0.35438168,-1.5231762,-1.389808,1.4242766,1.8858469,-0.010560637,-0.006687673,0.0030451599,0.4644695,-0.16755751,0.029499289,1.438696,-0.14323601,0.5563612,0.30686122,0.76018023,-0.7014246
-0.18677759,-1.9068909,-0.10466853,2.105544,1.9054298,109.173065,-1.1521632e-05,0.0002866279,0.00013527554,0.5937773,0.44826037,-1.451307,-0.9789902,1.260945,1.5690944,-0.003869178,0.00268449,0.0014259244,0.24713454,0.2201491,0.2814991,2.0901394,-0.48539126,0.3554833,0.22005539,0.79427314,0.7199825
0.035562027,-2.26416,-0.030674282,2.4651942,1.9528866,111.89215,0.00013431071,0.00010503558,0.00011814278,0.5700318,0.56372446,-1.4084179,-0.15855524,1.0446177,1.0481899,-0.0008934298,-0.0023146,0.0006211229,0.020322975,0.27323326,0.4103845,1.5653771,-0.37594467,-0.58991444,-0.09832029,0.85657084,0.8328992
0.31086123,-2.6287928,-0.027375728,2.8869967,2.315733,132.68172,0.00024017005,2.4357003e-05,1.3392815e-05,0.6180134,0.7518207,-1.3416705,0.8016732,0.82125694,0.3591332,-0.0005454866,-0.0011951562,-0.00019859454,0.18576181,0.57983595,0.8170848,1.9062897,-0.88042456,-2.0590591,-0.3223105,0.8057603,0.6190159
0.6229522,-2.9920893,-0.03610333,3.307773,2.4107394,138.1252,5.189709e-05,0.00015442504,5.0736126e-05,0.61175954,1.0174215,-0.9919394,1.4367945,0.37475085,-0.7090825,-0.00077421876,-0.0015354657,-0.0004347013,-0.15073262,0.5405982,0.40703112,0.79027295,-0.6243293,-2.004081,-0.5920454,0.7972581,0.5361021
0.9953689,-3.3260856,-0.06305715,3.753345,2.1787777,124.83475,0.00011478045,-0.000114995775,-1.750098e-05,0.55665314,1.3470469,-0.7559693,1.5714314,0.20456097,-1.536125,-8.966462e-05,-0.0023134542,-0.0009835211,-0.21492931,0.78909034,0.44336265,-0.10496803,0.38806906,-1.064403,-0.6308011,0.7551836,0.33687848
1.4878547,-3.6086373,-0.06868455,4.1959887,2.097156,120.15819,0.00010122328,0.00018808062,-4.0704006e-05,0.63357306,1.7415828,-0.50242686,1.48152,0.3564098,-2.071359,0.00067004206,0.0020112593,-0.00027314082,0.10626649,0.74013865,0.68938375,-0.6607344,0.32584596,-0.80846584,-0.8015828,0.6263702,0.40074235
1.9845719,-3.7806506,-0.04039271,4.547654,2.0858324,119.509384,3.0070725e-05,9.476332e-05,-1.2920227e-05,0.7884679,2.113239,-0.31599715,1.1314847,0.5601136,-2.4245744,-7.14426e-05,0.00025352032,0.00023651855,0.08803658,0.6481978,0.35707933,-1.3838655,0.8495463,-0.65179324,-0.7150273,0.45866716,0.3300652
