ee_pos_error_x,ee_pos_error_y,ee_pos_error_z,ee_pos_error_norm,ee_ori_error_rad,ee_ori_error_deg,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,base_vel_x,base_vel_y,base_ang_vel
-0.012241144,0.20928016,-0.07926096,0.22413015,1.5981286,91.56602,9.871647e-05,0.0007210029,0.00030381384,-0.06823369,0.07987049,-0.16365182,-0.0020746416,-0.0125266295,0.011528257,-0.0011384238,0.0044024806,0.0012271625,-1.1405933,1.5966884,-3.9947495,-0.028951801,-0.20479858,0.17791407,0.26073754,0.0046880534,0.4566974
-0.40557444,-0.083355986,-0.09014877,0.42660183,2.0439482,117.10961,0.00034536634,0.00061569316,0.000111861635,0.06276019,0.8695256,-1.6805502,0.15703586,-0.05531545,0.013863612,0.0004574466,0.003660463,0.0020705303,-1.575597,1.5650675,-1.1307664,-1.4581542,-0.07260992,0.65816724,0.27811277,0.095818125,0.4183016
-0.5920399,-0.081752375,-0.119465336,0.6228372,1.8242393,104.52121,-0.0005202999,-0.00023002955,0.00033232436,-0.15801954,1.3769732,-1.7863066,0.009639752,-0.03234499,-0.00066319434,0.0011550407,0.0017348919,-0.001235545,-0.67643833,0.09969289,-0.089928046,-0.31713358,0.016503878,0.16209418,0.31692028,0.18262573,0.42593902
-0.63852084,-0.32801807,-0.13380684,0.7532361,1.9153448,109.741165,-7.660299e-05,5.464691e-05,7.4446634e-06,-0.21488893,1.3617685,-1.7790821,-0.02247994,-0.00423758,0.022575732,0.00036360187,-0.0004574794,-0.00027158143,0.026570864,-0.013603708,0.054066896,0.04502765,-0.017662257,0.08889119,0.20702854,0.1745938,0.34986556
-0.60839415,-0.48278812,-0.14360374,0.8161738,2.0134652,115.363045,-6.5113513e-06,-9.072034e-06,-1.5940365e-06,-0.21973746,1.3953476,-1.7431656,0.008929785,-0.013222313,0.02222158,-0.00055586826,0.00035297876,-3.2846332e-05,-0.027068809,0.059501894,0.06706016,0.03930237,-0.037733104,0.02256354,0.0814745,0.087131575,0.28853485
-0.5335872,-0.6069393,-0.15266639,0.8581674,2.097287,120.16568,9.351428e-06,-1.6290403e-05,3.6537908e-06,-0.23893413,1.4066671,-1.7106383,0.02263897,-0.020416336,0.020684958,-0.00041481038,-1.6362334e-05,-4.26892e-05,-0.079856485,0.04036658,0.045066684,-0.010613615,-0.05993758,0.04114576,0.053911246,0.06887689,0.28004652
-0.43362224,-0.7230291,-0.16128394,0.91948783,2.2113447,126.70071,-2.7008693e-05,6.146731e-06,9.98439e-06,-0.26373845,1.4052773,-1.7032163,0.011783651,-0.044590943,0.036795285,0.00035019807,9.013738e-05,-8.426688e-05,-0.06193841,-0.024499193,-0.021907484,-0.02629467,-0.046959117,0.018833827,0.041441843,0.0725808,0.29623896
-0.30385005,-0.8237978,-0.16760191,0.9890484,2.3230271,133.09964,2.4784811e-05,-1.0981914e-06,-6.765673e-06,-0.28369674,1.4043471,-1.6979396,-0.0079878345,-0.061307386,0.0455534,-6.9429574e-05,-0.00014649471,-0.00015326831,-0.041911323,0.015186645,0.013597721,-0.034691054,-0.031179626,0.029089477,0.020537991,0.058119964,0.33513215
-0.13625714,-0.9084302,-0.16962859,1.0718493,2.4396572,139.78207,7.8831135e-07,-2.2858808e-06,-9.874044e-07,-0.29462016,1.4019341,-1.7141149,-0.028706852,-0.062781624,0.049824443,0.00011127144,-1.6261849e-05,-5.8518926e-06,-0.026665173,-0.009480906,-0.022083241,-0.014333003,-0.0076490315,0.018009806,0.010247769,0.044659965,0.36153322
0.06020993,-0.97048056,-0.1691292,1.1710547,2.5531607,146.28532,1.791937e-05,-6.7446726e-06,-6.40656e-06,-0.297469,1.4009669,-1.7333912,-0.040888757,-0.054435216,0.040213026,-7.803517e-05,-4.6816e-05,-2.4893985e-05,-0.0065910695,0.01251662,-0.01997787,-0.0067821927,-0.0056391237,0.0004840307,-0.0037788884,0.043424126,0.37881032
