episode,env,total_reward,length
85,21,-402602.9426561594,399
86,22,-539986.490279913,399
87,23,-616251.7418198586,399
88,24,-432037.73372495174,399
89,25,-550443.9504834414,399
90,26,-504289.4657320976,399
91,27,-606815.1049417704,399
92,28,-346750.7215691209,399
93,29,-390411.3221117258,399
94,30,-385034.2836934924,399
95,31,-406135.8461959362,399
96,32,-430633.6953775883,399
97,33,-642592.7806062698,399
98,34,-493150.1223427057,399
99,35,-296155.73733973503,399
100,36,-332329.7197306752,399
101,37,-487866.65137064457,399
102,38,-376915.27919113636,399
103,39,-328400.4676849842,399
104,40,-530093.0207734108,399
105,41,-291251.44709682465,399
106,42,-490807.0600733757,399
107,43,-399078.46500229836,399
108,44,-627295.3735974431,399
109,45,-385937.05704569817,399
110,46,-401123.8667783737,399
111,47,-512832.2583653927,399
112,48,-524184.83757805824,399
113,49,-374478.5963267088,399
114,50,-407661.1138614416,399
115,51,-472624.841602087,399
116,52,-423632.09892582893,399
117,53,-306412.6611415446,399
118,54,-608502.1959486604,399
119,55,-329951.49050724506,399
120,56,-330344.4283299446,399
121,57,-351864.1199324727,399
122,58,-324921.6237106323,399
123,59,-424227.29328870773,399
124,60,-466769.01408433914,399
125,61,-305455.99663829803,399
126,62,-496567.4015690759,399
127,63,-447230.0135776177,399
128,0,-495583.47873687744,399
129,1,-542635.0226207972,399
130,2,-528768.8261907101,399
131,3,-432517.331489563,399
132,4,-376706.38007718325,399
133,5,-659462.6183681488,399
134,6,-485025.33963412046,399
135,7,-414355.7332867384,399
136,8,-368694.49964404106,399
137,9,-299381.48084807396,399
138,10,-378358.06725025177,399
139,11,-285170.72197556496,399
140,12,-515028.42867422104,399
141,13,-558353.6478094757,399
142,14,-419887.2854192257,399
143,15,-383329.16314578056,399
144,16,-599338.6327681541,399
145,17,-609850.7579927444,399
146,18,-617377.2344038486,399
147,19,-606233.0415747166,399
148,20,-499560.23802804947,399
149,21,-267801.1974389553,399
150,22,-661750.8188765049,399
151,23,-333060.82444393635,399
152,24,-571944.1237103194,399
153,25,-574226.0719923712,399
154,26,-571671.5520819426,399
155,27,-289733.6888822317,399
156,28,-381047.27130806446,399
157,29,-606614.8669645786,399
158,30,-387719.8273367882,399
159,31,-612463.8271775246,399
160,32,-363882.9619258642,399
161,33,-359494.41593420506,399
162,34,-355909.5748536587,399
163,35,-259569.41337305307,399
164,36,-395675.03585767746,399
165,37,-657201.9952340126,399
166,38,-492978.27131313086,399
167,39,-313148.4565591812,399
168,40,-489967.6918718815,399
169,41,-364807.5352780819,399
170,42,-346582.2667169571,399
171,43,-451320.17330527306,399
172,44,-457064.3150727749,399
173,45,-385179.3469283432,399
174,46,-561107.316896677,399
175,47,-614689.1667232513,399
176,48,-474734.8532204032,399
177,49,-492026.2939264178,399
178,50,-492383.0275170803,399
179,51,-297715.2606674433,399
180,52,-505335.84000623226,399
181,53,-457975.7352665663,399
182,54,-429475.47830724716,399
183,55,-340540.09553462267,399
184,56,-216667.8838198185,399
185,57,-312488.5380933285,399
186,58,-398041.8502893448,399
187,59,-378932.79994398355,399
188,60,-616523.4772562981,399
189,61,-383795.2926956415,399
190,62,-293044.43251895905,399
191,63,-579600.1220936775,399
192,0,-419321.6472702399,399
193,1,-327128.2943775654,399
194,2,-354757.15865790844,399
195,3,-516891.87647628784,399
196,4,-460517.92438578606,399
197,5,-408671.35587370396,399
198,6,-358664.2685825825,399
199,7,-385766.07569408417,399
