ee_pos_error_x,ee_pos_error_y,ee_pos_error_z,ee_pos_error_norm,ee_ori_error_rad,ee_ori_error_deg,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,base_vel_x,base_vel_y,base_ang_vel
-0.0119087165,0.20817815,-0.07654776,0.22213475,1.1875601,68.042175,8.960963e-05,0.0007042826,0.00023671449,-0.05497799,0.07985369,-0.16368568,-0.19876364,0.035340954,-0.20000094,-0.00095940393,0.004101072,0.0011658592,-0.9068414,1.5970471,-3.994432,-4.000014,0.53754187,-4.000001,0.26170814,0.003625729,0.4909039
-0.3107346,0.003440318,-0.1018054,0.3309039,0.70043635,40.132042,4.950068e-05,-0.00067614135,-0.00029026135,-0.33157262,0.87407094,-1.2478321,-0.8496436,0.1421744,-0.6608117,0.0013743136,0.0015399767,-0.0016301768,1.5184473,1.5746596,-1.1758676,-1.7091162,-0.059293482,-2.3541875,0.3667124,0.14249812,0.3289175
-0.3733092,-0.08179193,-0.16461495,0.4397532,0.7028648,40.271187,-3.304809e-05,4.5432167e-05,0.00017294241,-0.3306505,1.3273071,-1.2517345,-0.7758837,0.06310798,-0.6708496,0.00483461,-0.008254562,-0.00077071064,-0.5940977,0.28318453,1.5302998,1.1698585,-0.042505026,1.8561217,0.21795885,0.1674486,0.95793235
-0.3643071,-0.371814,-0.1510589,0.57629997,0.80244464,45.976692,0.00012420786,-0.00023744465,4.2985164e-05,-0.28411764,1.3545427,-1.2443409,-0.85025764,0.16004747,-0.669706,-0.001847909,-0.00477457,0.0017411674,-0.55996215,0.17735264,0.92179716,0.82499945,-0.09254731,1.194187,0.15899587,0.22493944,0.6414199
-0.33657384,-0.6098255,-0.12895101,0.7427526,0.89009863,50.998894,0.00010704133,-0.00013513851,-2.4810304e-05,-0.20404404,1.4151449,-1.2539439,-0.8573952,0.21669897,-0.67946637,-0.00086788007,-0.0032756408,0.0013007452,-0.18505466,0.1397751,0.648728,0.6625503,-0.022022273,0.70298684,0.13681775,0.3015313,0.4281357
-0.35598364,-0.79545516,-0.08688794,0.92292583,0.89659745,51.371246,5.8906782e-05,-0.0001422479,4.6715613e-05,-0.06654199,1.5336754,-1.2984697,-0.749269,0.24025285,-0.6637829,-0.0010184094,-0.0013968331,0.0012999012,-0.11721578,0.20897439,0.23414521,0.5525357,0.062932715,0.7071506,0.15706399,0.42598808,0.07733022
-0.44218367,-0.99087363,-0.03614937,1.1492662,0.7455913,42.719227,-0.00019719612,-0.00021384665,0.00023464141,0.074162796,1.6368203,-1.2827404,-0.7525133,0.2503642,-0.681833,-0.00056973216,-0.0019342157,0.0018436847,-0.18958738,-0.09715296,-0.03507061,-0.31426382,0.02946008,-0.45119798,0.21936475,0.5689976,-0.18000263
-0.56404865,-1.2145352,-0.021370048,1.4216211,0.66661584,38.194267,-0.00012987337,-0.0001386413,0.00017208238,0.11110023,1.6708839,-1.2893739,-0.72591233,0.2132712,-0.6912202,-0.0010511244,-0.00028531562,0.00065712846,-0.17509952,-0.10219762,0.015656114,0.28856605,-0.12809211,-0.03529936,0.2857168,0.5711771,-0.19804232
-0.710627,-1.415128,-0.01474541,1.6888987,0.5671158,32.49334,3.0653195e-05,-1.1529653e-05,3.489873e-05,0.11728436,1.6984013,-1.3103229,-0.75020134,0.2376805,-0.7470739,-0.00035380063,4.8775575e-05,-0.0009699466,0.0052454546,0.13539043,-0.0447627,-0.06546878,-0.00931726,-0.060639746,0.3795272,0.5590105,-0.23251161
-0.88354266,-1.5822088,-0.020290542,1.9369899,0.47818986,27.398258,1.09357225e-05,0.00013233749,-8.5874104e-05,0.09323196,1.7182086,-1.3159338,-0.76357806,0.2530824,-0.76450217,-0.0008549398,0.00025222922,-0.00025815016,0.16630673,0.12883861,0.019558469,0.22311884,-0.05438476,0.26129922,0.4608704,0.5034486,-0.33640623
-1.0792599,-1.7102649,-0.01758784,2.168223,0.4171298,23.899776,-6.3472566e-05,-7.8213576e-05,9.377509e-05,0.08865264,1.7140582,-1.3245497,-0.78606606,0.26367354,-0.79308325,-0.0001992678,-0.0012844568,0.0006737981,-0.16405444,-0.06329538,-0.026986025,0.020471487,0.033113413,0.02555809,0.5298983,0.41742676,-0.29402667
-1.2870452,-1.7990155,-0.01924507,2.3697252,0.4047761,23.19196,7.171177e-05,3.034887e-05,-2.042486e-05,0.07718021,1.6898687,-1.3283577,-0.80318266,0.27258515,-0.8247645,-0.00084685243,0.00024495443,-0.0005168842,0.043421686,0.049357995,0.30737674,-0.15590048,0.029298991,-0.22209556,0.58220017,0.30958903,-0.28713268
-1.4990784,-1.8253528,-0.028642181,2.5314157,0.46594435,26.69664,-0.0001445316,-4.6354802e-05,7.553585e-05,0.049840666,1.6712358,-1.3362396,-0.7996535,0.27054825,-0.82347375,0.0008115219,0.0007050972,-0.00014221811,-0.08229916,-0.23519659,-0.09046069,-0.01524609,-0.13892947,-0.24137968,0.61854243,0.2271696,-0.29326576
