case,candidate,candidate_sha256,source_manifest_sha256,source_json_sha256,source_pose_count,source_anchor_count,execution_sample_count,execution_transition_count,source_anchor_position_max_error_m,source_anchor_attitude_max_error_rad,source_path_length_m,mapped_anchor_path_length_m,semantic_execution_target_path_length_m,anchor_mapping_strict,initialization_separate,offline_executable_quality_passed,valid_for_dynamic_evaluation,valid_for_training,trajectory_integrity_passed
1,G:\wSpace\cinebotRL-two-wheel-balance\evaluation_results\two_wheel_exact_source_v1\gate1_ep1_reverse_acquisition_20260717\case_0001.npz,70c8e1abca453f67c771a33640a26309e57858cf28170fffd73019d4fbb41bc6,f265aa1bdd1cd6c762fd6e5367c00c7abcb7b19dea76bb30c6311885d2f3237d,d9a3ea5cf78cad56e01f6d7bc0728de01af4cf016a28b93fc7e85ae3ab94b8c7,256,256,1118,1117,0.0,2.9802322387695312e-08,2.4522479583115233,2.4522479583115233,2.4522479583115238,True,True,True,True,False,True
