joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel
1.2195305e-06,0.00024146965,1.001545e-05,2.5245476,1.0547078,-1.0867147,0.37604138,-0.35959023,-0.122898705,0.0008816349,0.0020371154,0.00028785833,-0.07470506,0.29682702,-0.5573014,0.45243204,0.18553185,0.055289652
0.00011532338,0.00012865306,-1.6727372e-05,2.5526457,1.0875628,-1.0687141,0.37784344,-0.41451967,-0.12400847,-0.00014801211,0.00016539489,0.0005404967,0.094158195,0.026360594,-0.033258438,-0.25562292,-0.05650884,0.14867918
-3.9441875e-05,0.0003950331,9.1188536e-05,2.540944,1.0540452,-1.0035152,0.4245458,-0.42525625,-0.09076038,0.0008450396,0.00086188456,0.0006216361,0.041098546,0.32577473,-0.33955798,0.4090187,-0.4652893,0.45373842
0.00012398988,0.00015203709,-7.954203e-06,2.5397308,1.0536368,-1.0014148,0.50721514,-0.49172854,-0.12546034,-0.00061019533,0.0014336146,0.00024136048,0.00084530935,-0.068132624,-0.30088857,0.43909734,-0.16488168,-0.5721605
-9.345336e-06,0.00014306714,2.2986496e-06,2.5467901,1.0511401,-0.9262473,0.624527,-0.5275573,-0.11672187,-0.00036774576,0.0024082568,0.00074579427,0.0116215795,0.095485225,0.38545287,-0.3091685,0.09062524,-0.14438137
8.459565e-05,0.00013230434,-3.4157347e-05,2.560813,1.044456,-0.8844389,0.5369546,-0.53901935,-0.11151582,-0.0006619178,0.00059773226,-0.00019570281,0.079803824,-0.20893589,0.21817477,-0.55800456,-0.1686946,0.0073574185
2.3153156e-05,0.00015863623,2.513123e-05,2.5668414,0.9985868,-0.85282946,0.6027248,-0.52350914,-0.12297409,-0.00060645945,0.0016187492,0.00080549944,-0.00483761,-0.016765743,0.06987716,0.6504431,-0.10738075,0.006051421
0.00011412683,0.00017565858,-4.051887e-05,2.5732133,1.0153615,-0.7765454,0.5977997,-0.60743225,-0.13190258,0.0005832753,-0.0025442531,-0.0006962631,0.0046644807,-0.14929153,0.48717672,0.52497125,0.24870896,-0.63563824
-6.384993e-05,0.00023438834,1.9680503e-05,2.5789015,1.0662262,-0.83472186,0.5423655,-0.5864655,-0.10906375,-0.00039891986,0.0028320625,0.0007786562,-0.024146684,0.180258,0.25543088,0.15920779,0.5873188,-0.11118677
-0.00013341666,0.00032149945,2.341162e-05,2.5779476,1.1137701,-0.7868186,0.60323256,-0.63323843,-0.13494617,0.00033718452,0.0010381468,0.00016172226,0.06716467,0.28148052,0.51435375,0.294833,-0.2737833,0.09182142
0.00010034174,-3.2996366e-05,0.00017029615,2.5354595,1.1500394,-1.0758481,0.53174734,-0.40491635,-0.17755336,-0.00045288383,0.00022083882,-0.0011558528,-0.22081634,0.46952534,-2.5656207,-0.4129564,1.6086996,0.10125154
0.00015620494,7.488377e-05,-0.00010571889,2.4290097,1.1456647,-1.6361907,0.18293202,0.050657827,-0.21450222,-0.0018821895,0.002623084,0.00033482924,0.14743654,-0.22622564,-0.1257081,-0.059225976,0.7577113,-0.033126123
0.00025679995,-6.954232e-05,-6.4750493e-06,2.4016383,1.022552,-1.6458411,0.030330718,0.13371298,-0.2437882,-0.00032674434,-0.0052044303,-0.0004417155,-0.14329013,-0.54464114,-0.03668119,0.22476783,-0.15416662,0.16227607
-9.7608e-05,0.00011558014,-4.7567213e-05,2.416352,0.9413641,-1.6294107,-0.032117568,0.094867304,-0.2197778,0.00048341596,0.0005658949,0.00069253414,-0.053586982,-0.09156269,0.23198779,-0.34044093,0.06283946,0.3752032
-0.0001474314,0.00023565968,4.696612e-05,2.3982418,0.8982058,-1.6400278,-0.014410829,0.08733477,-0.21064855,0.00023385411,0.0037481114,0.0011979996,-0.47300598,0.27217075,-0.20648074,0.477046,-0.3348822,0.114689514
-5.0405728e-05,0.00017605326,-4.9761213e-05,2.3923855,0.8803053,-1.6190526,-0.078855276,0.117248505,-0.24868312,0.00017424906,0.0038836957,0.00070725585,-0.19970448,0.185314,-0.08908403,0.08121305,-0.19175538,0.15519503
-9.9889294e-05,0.0002021126,-9.7583266e-05,2.3950362,0.82118523,-1.631921,-0.06336273,0.11126978,-0.24177344,-0.000103564875,0.0061175665,0.00077303196,0.08157186,0.081447184,0.26982763,0.5961294,0.26401702,0.19676639
-4.730213e-05,2.0515388e-05,-3.658889e-05,2.3515754,0.80361044,-1.6118633,-0.0796435,0.069057494,-0.24824435,-0.0001690849,0.0029824357,0.0010880125,-0.27984232,0.17261395,-0.23966718,0.06635785,-0.4699344,-0.2214545
6.3486114e-06,0.00033383665,-4.6892692e-05,2.3936806,0.8182694,-1.5917826,-0.019297818,0.107813045,-0.23851791,0.0016021288,-0.007824376,-0.0018215666,0.14901821,-0.025773909,0.21328071,0.61731577,0.066659905,-0.03663877
0.00016890762,6.287033e-05,-6.26272e-05,2.40666,0.81051934,-1.6155263,-0.101275615,0.12492389,-0.22860913,0.000121458856,-0.0031385147,-0.0005240547,-0.18240184,-0.103498414,-0.23706436,-0.020598382,0.14933309,0.107369505
