ee_pos_error_x,ee_pos_error_y,ee_pos_error_z,ee_pos_error_norm,ee_ori_error_rad,ee_ori_error_deg,joint_0_pos,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,joint_8_pos,joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel
-9.641663,-6.419941,0.026283037,11.628138,2.0005827,114.62492,4.883353e-05,0.00013947624,2.8478698e-06,2.5914588,1.0057125,-0.79862225,0.34225523,-0.6966903,-0.124696516,-9.3186376e-05,0.00013652208,-5.904895e-05,0.0060388437,0.079177685,0.08872548,0.49448353,0.24975169,-0.23168395
-0.21351172,0.19851553,-0.011124109,0.37755412,2.4019663,137.62253,0.00015800314,5.2531803e-05,0.0002701767,2.5347447,1.047659,-1.0902731,0.29362214,-0.48745292,-0.16199735,-0.0008313749,0.0012490235,0.00040125812,-0.5757909,0.49055344,-2.8579583,-0.55670214,1.9154332,-0.2811687
-0.50517595,0.26585627,-0.050754115,0.6208438,2.860432,163.89066,0.00024125897,5.96688e-05,-1.7218079e-05,2.438366,1.0199323,-1.6116837,0.08294222,0.08320981,-0.20471385,4.2009226e-05,-0.003372979,0.0017419595,-0.114589304,-0.47474742,-0.051599517,0.45366588,0.06797433,-0.16659267
-0.5808764,0.36918822,-0.08732185,0.7462516,2.9014282,166.2396,7.319717e-05,-6.129312e-05,-8.203259e-05,2.4241395,0.9179456,-1.6239918,-0.026247792,0.12962668,-0.24660641,0.0007626004,-0.0007320722,-0.00048142578,0.09095512,-0.33422208,0.07252109,0.1512203,0.43091267,-0.06314319
-0.6263882,0.38098055,-0.1032475,0.79047084,2.8900495,165.58763,9.2388116e-05,-6.835333e-06,-0.00019872645,2.407094,0.87190306,-1.6372387,-0.028379,0.1018929,-0.22514023,-0.0006006007,0.0054582665,7.993792e-05,0.36014268,-0.18253312,0.020176105,-0.18204473,0.3896922,-0.05087857
-0.6508609,0.3439808,-0.111949384,0.803265,2.9008522,166.20657,-1.2736764e-06,5.890679e-05,-9.907437e-05,2.3741422,0.84319913,-1.6355036,-0.09731943,0.0987308,-0.22346492,-0.0005541395,0.0036455756,0.0008244097,-0.038201936,-0.008877113,-0.05359706,-0.5018608,0.13949847,0.13948321
-0.6659144,0.3230009,-0.115321055,0.8230877,2.8799944,165.0115,-9.5624724e-05,0.00024905553,-4.843204e-05,2.3881629,0.8105878,-1.5940058,-0.097541615,0.11781837,-0.22855382,0.0010457659,0.0014400582,-0.000517746,0.14251208,0.1247846,0.085167706,0.65868104,0.18251121,0.029457096
-0.70073485,0.30598602,-0.103804976,0.87439424,2.8763201,164.80098,0.00013068516,5.738478e-05,-5.3772375e-05,2.3795686,0.83342844,-1.6005136,-0.028968278,0.116774425,-0.25148693,0.0018996184,-0.0092361905,-0.00022195483,0.0025346354,-0.05585143,-0.30711833,0.36411083,0.05333558,-0.3028597
-0.73460865,0.35287917,-0.10368287,0.96641225,2.7924397,159.995,0.000120461744,5.9644488e-05,-6.917227e-05,2.3617935,0.8138664,-1.594213,-0.048791543,0.12138214,-0.22010174,0.0003470528,-0.0047526793,8.17953e-05,-0.23566863,-0.10475314,-0.059128337,-0.19316731,-0.13176353,0.03497033
-0.79222023,0.3800705,-0.1208895,1.0673149,2.7949762,160.14034,-4.80371e-05,0.00011992004,-0.00011826446,2.3610702,0.76124525,-1.6189389,-0.09912282,0.14050126,-0.24960598,-0.0005411387,0.009632392,0.0010063925,0.00016108528,0.12686434,0.03143469,0.5227335,-0.24070464,-0.13359842
