episode,env,total_reward,length
136,8,-14295.382746100426,399
137,9,-11995.316999673843,399
138,10,-17285.595281481743,399
139,11,-13088.547243893147,399
140,12,-3508.166539669037,399
141,13,-4810.407485321164,399
142,14,-3756.1425807625055,399
143,15,-17080.088315859437,399
144,16,-3163.859274893999,399
145,17,-11335.220363348722,399
146,18,-16677.189513623714,399
147,19,-4721.110383570194,399
148,20,6722.294606685638,399
149,21,-1001.097124516964,399
150,22,-3361.874264419079,399
151,23,-8052.9740208387375,399
152,24,121.4242177605629,399
153,25,-17155.208443284035,399
154,26,-18735.61649209261,399
155,27,-14041.357628107071,399
156,28,334.17528450489044,399
157,29,-7719.335350930691,399
158,30,-6179.719372164458,399
159,31,-17405.53186607361,399
160,32,-17494.570039987564,399
161,33,5458.041541516781,399
162,34,10976.757395148277,399
163,35,-6694.266977369785,399
164,36,-17760.417785346508,399
165,37,-14032.217073261738,399
166,38,-1867.8329518437386,399
167,39,-16114.069643765688,399
168,40,-3286.1526480317116,399
169,41,-3881.8320755958557,399
170,42,-16811.304645359516,399
171,43,-5258.0745806247,399
172,44,-15273.982339262962,399
173,45,-19474.21321954578,399
174,46,-17458.309511125088,399
175,47,-5189.920253157616,399
176,48,4336.361496329308,399
177,49,-16080.295119285583,399
178,50,-3565.9216482043266,399
179,51,407.14514262229204,399
180,52,2206.6156854629517,399
181,53,-6634.48749434948,399
182,54,-6009.469198822975,399
183,55,-4244.700525343418,399
184,56,-5720.047181069851,399
185,57,-15788.07335639,399
186,58,-2821.741342037916,399
187,59,-3302.3766874670982,399
188,60,-4506.818399425596,399
189,61,-15249.356918752193,399
190,62,-2957.285525560379,399
191,63,-65.09085613489151,399
192,0,-14701.554729878902,399
193,1,-54746.71597456932,399
194,2,-15721.044271573424,399
195,3,-5078.323401212692,399
196,4,-17004.119127988815,399
197,5,-71476.55438181758,399
198,6,-11217.899480700493,399
199,7,8621.921302616596,399
